flight_number,origin,destination,departure_time,aircraft_type,occurrences
EK145,DXB,AMS,23:15,77W,329
EK146,AMS,DXB,09:35,77W,327
EK147,DXB,AMS,04:05,388,427
EK148,AMS,DXB,13:25,388,412
EK149,DXB,AMS,10:45,388,426
EK150,AMS,DXB,19:50,388,423
EK2512,AMS,DXB,10:50,388,2
EK2566,FRA,DXB,13:30,388,2
EK8046,FRA,DXB,15:30,388,1
EK8048,FRA,DXB,09:00,388,4
EK8149,DXB,AMS,08:00,388,1
EK8150,AMS,DXB,18:00,388,1
EK9329,DSS,FRA,10:40,77L,1
EK9364,DWC,FRA,23:45,744,1
EK9365,FRA,DWC,09:10,744,1
EK9391,DWC,AMS,03:10,744,9
EK9392,AMS,DWC,13:55,744,8
EK9537,NBO,FRA,23:00,744,1
EK9641,CKY,AMS,23:15,77L,5
EK9642,AMS,OSL,10:00,77L,5
EK9655,DWC,AMS,22:15,77L,5
EK9656,AMS,CPH,08:35,77L,5
EK9657,DWC,AMS,23:30,77L,4
EK9658,AMS,OSL,10:15,77L,4
EK9717,ACC,FRA,10:10,77L,3
EK9735,CAI,FRA,01:00,77L,1
EK9742,DSS,FRA,10:20,77L,9
EK9745,NBO,AMS,22:40,77L,3
EK9746,AMS,CPH,09:35,77L,4
EK9747,NBO,AMS,22:40,77L,5
EK9748,AMS,ZAZ,09:25,77L,4
EK9753,NBO,AMS,22:40,77L,3
EK9754,AMS,CPH,09:35,77L,4
EK9757,NBO,AMS,22:30,77L,1
EK9773,EBL,FRA,09:30,77L,1
EK9903,AMS,FRA,15:05,744,197
EK9905,DWC,AMS,03:45,772,5
EK9911,ACC,FRA,00:15,744,1
EK9912,UIO,AMS,15:40,772,125
EK9913,DSS,FRA,00:45,77L,1
EK9914,AMS,DWC,13:15,772,59
EK9916,AMS,DWC,11:00,772,59
EK9943,AMS,YYZ,12:45,77L,10
EK9963,DWC,AMS,03:25,77L,9
EK9973,DWC,FRA,07:05,77L,30
EK9974,FRA,DWC,16:45,77L,40
EK9977,DWC,FRA,22:20,77L,54
EK9978,FRA,DWC,07:20,77L,61
EK9990,AMS,DWC,12:45,772,101
EK9993,AMS,FRA,14:45,772,142
EK9994,FRA,DWC,18:05,77L,50
EN8050,FRA,INN,07:50,E95,38
EN8051,INN,FRA,09:35,E95,38
EN8054,FRA,INN,15:50,E95,86
EN8055,INN,FRA,17:35,E95,87
EN8060,FRA,GRZ,06:30,E90,304
EN8061,GRZ,FRA,08:35,E90,304
EN8062,FRA,GRZ,10:45,E90,410
EN8063,GRZ,FRA,12:50,E90,413
EN8064,FRA,GRZ,14:55,E90,237
EN8065,GRZ,FRA,17:00,E90,234
EN8066,FRA,GRZ,19:40,E90,413
EN8067,GRZ,FRA,04:00,E90,417
EN8092,FRA,GVA,08:10,E90,178
EN8093,GVA,FRA,09:50,E90,179
EN8100,FRA,GVA,15:40,E90,182
EN8101,GVA,FRA,17:25,E90,182
EN8106,FRA,BSL,08:00,E95,93
EN8107,BSL,FRA,09:35,E95,94
EN8108,FRA,BSL,10:50,E90,291
EN8109,BSL,FRA,12:15,E90,292
EN8110,FRA,BSL,15:00,E90,294
EN8111,BSL,FRA,16:30,E90,294
EN8112,FRA,BSL,20:05,E90,263
EN8113,BSL,FRA,04:05,E90,260
EN8116,FRA,ZRH,05:55,E90,293
EN8117,ZRH,FRA,07:30,E90,293
EN8120,FRA,ZRH,12:00,E90,95
EN8121,ZRH,FRA,13:45,E90,96
EN8122,FRA,ZRH,15:20,E90,94
EN8123,ZRH,FRA,17:05,E90,94
EN8380,MUC,AMS,05:35,E95,54
EN8381,AMS,MUC,07:55,E95,53
EN8382,MUC,AMS,07:40,E95,11
EN8383,AMS,MUC,10:00,E95,11
EN8386,MUC,AMS,14:10,E95,88
EN8387,AMS,MUC,16:35,E95,88
EN8740,FRA,BLL,06:50,E90,209
EN8741,BLL,FRA,08:45,E90,209
EN8748,FRA,LUX,05:45,E90,54
EN8749,LUX,FRA,07:10,E90,54
EN8750,FRA,LUX,07:10,E95,391
EN8751,LUX,FRA,08:40,E95,391
EN8752,FRA,LUX,11:00,E90,386
EN8753,LUX,FRA,12:30,E90,382
EN8754,FRA,LUX,16:10,E95,194
EN8755,LUX,FRA,17:50,E95,194
EN8756,FRA,LUX,20:05,E90,386
EN8757,LUX,FRA,04:15,E90,381
EN8760,FRA,KTW,10:35,E90,365
EN8761,KTW,FRA,12:45,E90,365
EN8762,FRA,KTW,19:10,E90,369
EN8763,KTW,FRA,05:05,E90,367
EN8764,FRA,WRO,11:00,E90,256
EN8765,WRO,FRA,13:00,E90,257
EN8766,FRA,WRO,06:55,E90,327
EN8767,WRO,FRA,08:50,E90,327
EN8768,FRA,WRO,19:10,E90,255
EN8769,WRO,FRA,04:40,E90,256
EN8772,FRA,LCY,05:45,E90,300
EN8773,LCY,FRA,07:45,E90,297
EN8776,FRA,LCY,15:10,E90,260
EN8777,LCY,FRA,17:15,E90,257
EN8778,FRA,LCY,16:10,E90,297
EN8779,LCY,FRA,18:10,E90,299
EN8780,FRA,WRO,14:40,E90,170
EN8781,WRO,FRA,16:35,E90,171
EN8790,FRA,PUY,14:55,E90,95
EN8791,PUY,FRA,17:05,E90,94
EN8800,FRA,LIN,06:45,E95,404
EN8801,LIN,FRA,08:40,E95,404
EN8802,FRA,LIN,15:20,E95,375
EN8803,LIN,FRA,17:20,E95,377
EN8804,FRA,LIN,10:30,E90,177
EN8805,LIN,FRA,12:45,E90,177
EN8806,FRA,LIN,14:20,E95,221
EN8807,LIN,FRA,16:15,E95,219
EN8810,FRA,MXP,10:35,E95,416
EN8811,MXP,FRA,12:35,E95,416
EN8812,FRA,MXP,15:40,E90,125
EN8813,MXP,FRA,17:15,E90,125
EN8816,FRA,MXP,19:50,E90,416
EN8817,MXP,FRA,05:55,E90,413
EN8818,FRA,TRS,10:40,E90,384
EN8819,TRS,FRA,12:45,E90,386
EN8820,FRA,TRS,19:00,E90,324
EN8821,TRS,FRA,04:30,E90,325
EN8823,VRN,FRA,04:30,E95,423
EN8826,FRA,VRN,10:20,E90,424
EN8827,VRN,FRA,12:25,E90,424
EN8828,FRA,VRN,16:20,E90,27
EN8830,FRA,VRN,19:10,E95,395
EN8842,FRA,TRN,07:40,E95,52
EN8843,TRN,FRA,09:45,E95,52
EN8844,FRA,TRN,10:20,E95,389
EN8845,TRN,FRA,12:20,E95,390
EN8848,FRA,TRN,15:00,E95,233
EN8849,TRN,FRA,17:00,E95,229
EN8850,FRA,TRN,20:55,E95,240
EN8851,TRN,FRA,04:00,E95,243
EN8852,FRA,FLR,06:00,E95,370
EN8853,FLR,FRA,08:20,E95,368
EN8854,FRA,FLR,10:25,E95,409
EN8855,FLR,FRA,12:45,E95,383
EN8856,FRA,FLR,09:20,E90,234
EN8857,FLR,FRA,11:40,E90,233
EN8858,FRA,FLR,14:35,E95,375
EN8859,FLR,FRA,16:55,E95,220
EN8860,FRA,FLR,19:05,E95,239
EN8861,FLR,FRA,05:30,E95,420
EN8870,FRA,PSA,06:15,E90,239
EN8871,PSA,FRA,08:30,E90,236
EN8872,FRA,PSA,14:00,E90,225
EN8873,PSA,FRA,16:15,E90,223
EN8876,FRA,CAG,04:40,E90,29
EN8877,CAG,FRA,07:30,E90,29
EN8878,FRA,BLQ,06:30,E90,211
EN8879,BLQ,FRA,08:35,E90,207
EN8880,FRA,BLQ,10:40,E95,298
EN8881,BLQ,FRA,12:50,E95,299
EN8882,FRA,BLQ,15:50,E95,72
EN8883,BLQ,FRA,18:05,E95,73
EN8884,FRA,BLQ,20:05,E95,291
EN8885,BLQ,FRA,04:05,E95,290
EN8898,FRA,BIQ,14:00,E90,13
EN8899,BIQ,FRA,16:55,E90,13
EN8900,FRA,BOD,06:10,E90,74
EN8901,BOD,FRA,08:30,E90,74
EN8902,FRA,BOD,14:10,E90,228
EN8903,BOD,FRA,16:40,E90,227
EN8906,FRA,FSC,14:30,E95,24
EN8907,FSC,FRA,17:15,E95,24
EN8910,FRA,LYS,06:15,E95,298
EN8911,LYS,FRA,08:10,E95,299
EN8936,FRA,BHX,15:30,E90,48
EN8937,BHX,FRA,17:45,E90,48
EN8946,FRA,AMS,07:50,E90,151
EN8947,AMS,FRA,09:40,E90,156
EN8950,FRA,PRG,07:30,E95,81
EN8951,PRG,FRA,09:30,E95,82
EN8958,FRA,PRG,16:10,E95,91
EN8959,PRG,FRA,17:55,E95,91
EN9501,BTS,FRA,04:25,E90,21
EN9503,BTS,FRA,18:20,E95,1
EN9911,VRN,FRA,10:45,E95,4
EN9912,FLR,FRA,11:38,E95,1
EN9914,BLQ,FRA,15:00,E95,1
EO500,SXB,BCN,06:10,CNA,1
ET2707,FRA,ADD,18:05,350,1
ET706,ADD,FRA,21:05,350,414
ET707,FRA,ADD,20:05,350,425
ET8706,FRA,SFJ,05:55,350,3
ET8707,SFJ,FRA,12:55,350,3
EW1909,DTM,FRA,14:37,319,2
EW1910,FRA,DUS,18:00,319,2
EW5204,SZG,FRA,05:00,320,1
EW5205,FRA,SZG,08:45,320,1
EW5216,SZG,FRA,14:00,320,1
EW5217,FRA,SZG,15:50,320,1
EW6612,PRN,FRA,08:45,320,145
EW6613,FRA,PRN,12:05,320,136
EW6901,DUS,FRA,14:00,320,1
EW6902,FRA,DUS,17:55,320,1
EW6903,DUS,FRA,10:00,319,1
EW6904,FRA,DUS,14:00,319,1
EY010,FRA,AUH,04:55,350,1
EY041,AUH,AMS,10:05,350,424
EY042,AMS,AUH,20:00,350,419
EY043,AUH,AMS,22:25,321,30
EY044,AMS,AUH,08:25,321,30
EY061,AUH,FRA,22:40,388,1
EY0905,AUH,AMS,08:55,772,4
EY0906,AMS,AUH,18:00,772,4
EY0913,AUH,AMS,07:15,772,59
EY0914,AMS,AUH,16:50,772,59
EY0917,AUH,AMS,09:30,772,159
EY0918,AMS,AUH,09:40,772,213
EY0957,NBO,AMS,22:25,772,56
EY121,AUH,FRA,22:10,787,410
EY122,FRA,AUH,09:20,787,422
EY123,AUH,FRA,10:20,787,411
EY124,FRA,AUH,20:00,787,406
EY901,AUH,FRA,22:35,77L,13
EY902,FRA,AUH,07:30,77L,12
EY915,AUH,FRA,04:40,77L,127
EY916,FRA,AUH,13:15,77L,119
EY920,FRA,CDG,06:50,77L,1
EY945,AUH,FRA,21:55,77L,40
EY946,FRA,AUH,06:40,77L,40
EY9654,AUH,AMS,14:50,77L,1
F36542,JED,AMS,02:25,332,1
F36543,AMS,JED,11:45,332,1
F37542,MED,AMS,03:30,332,1
FB237,VAR,FRA,13:40,220,12
FB238,FRA,VAR,17:20,220,11
FB437,SOF,FRA,12:40,220,162
FB438,FRA,SOF,16:10,220,157
FB461,SOF,AMS,04:00,220,423
FB462,AMS,SOF,08:15,220,390
FB463,SOF,AMS,13:00,319,1
FB464,AMS,SOF,17:45,220,1
FB9931,AMS,CMN,19:50,320,1
FB9932,SOF,AMS,02:20,320,1
FH334,AYT,AMS,13:42,320,1
FH340,AYT,AMS,15:28,320,1
FH713,AYT,AMS,05:30,320,2
FH714,AMS,AYT,10:00,320,2
FH763,AMS,AYT,12:00,320,1
FH972,AYT,AMS,13:15,320,1
FI500,KEF,AMS,07:40,73M,420
FI501,AMS,KEF,12:10,73M,415
FI504,KEF,AMS,16:10,73M,23
FI505,AMS,KEF,20:25,73M,22
FI506,KEF,AMS,10:30,73M,286
FI507,AMS,KEF,14:50,73M,287
FI520,KEF,FRA,07:20,73M,421
FI5205,AMS,KEF,20:00,73M,1
FI521,FRA,KEF,12:00,73M,418
FI522,KEF,FRA,10:30,73M,107
FI523,FRA,KEF,15:10,73M,107
FI524,KEF,FRA,00:25,73M,65
FI525,FRA,KEF,05:05,73M,64
FR2334,AGP,AMS,13:35,73M,338
FR2335,AMS,AGP,19:00,73M,324
FR3006,DUB,AMS,14:15,738,424
FR3007,AMS,DUB,16:30,738,419
FR3100,DUB,AMS,17:10,738,425
FR3101,AMS,DUB,08:10,738,419
FR3102,DUB,AMS,09:30,738,371
FR3103,AMS,DUB,12:05,738,363
FR3700,AMS,DUB,19:20,73M,1
FR420,DUB,AMS,16:45,738,425
FR421,AMS,DUB,08:20,738,417
FR515,BVA,AMS,19:30,73M,1
FR5298,DUB,AMS,18:25,738,52
FR5299,AMS,DUB,15:20,738,51
FR5505,DUB,AMS,16:20,738,25
FR5506,AMS,DUB,18:25,738,25
FR5691,AGP,AMS,14:20,73M,62
FR5692,AMS,AGP,18:45,73M,60
FR5868,ZAG,AMS,05:49,320,1
FR6003,DUB,AMS,14:50,73M,1
FR7526,ALC,AMS,07:00,73M,1
FR9634,AMS,AGP,17:25,738,1
FR9635,DUB,AMS,14:25,73M,1
FR9636,AMS,DUB,18:50,73M,1
FR9640,DUB,AMS,10:00,73M,1
FX003,FRA,MEM,15:48,77L,349
FX033,FRA,CDG,20:35,763,57
FX034,STN,FRA,18:37,77L,42
FX036,FRA,CDG,20:35,763,169
FX4033,FRA,CDG,20:35,738,1
FX4036,FRA,CDG,20:35,738,1
FX4233,CDG,FRA,17:10,738,1
FX4235,CDG,AMS,02:00,738,238
FX4335,AMS,CDG,21:00,738,236
FX4999,CDG,FRA,17:00,738,1
FX5034,CDG,FRA,17:39,763,119
FX6092,CGN,FRA,15:29,77L,5
FX9036,CDG,FRA,18:30,77L,4
FX9233,CDG,FRA,17:16,763,57
GA001,YOW,AMS,00:30,77W,2
GA088,CGK,AMS,15:10,77W,133
GA089,AMS,CGK,10:05,77W,132
GF007,BAH,FRA,23:25,787,1
GF016,FRA,BAH,11:05,321,422
GF017,BAH,FRA,22:30,321,413
GQ0793,AMS,ATH,09:20,320,1
GQ1001,AMS,HER,10:55,320,1
GQ1500,RHO,AMS,06:40,320,8
GQ1501,AMS,RHO,11:40,320,7
GQ1710,HER,FRA,05:25,320,1
GQ1711,FRA,HER,10:19,320,1
GQ7100,ZTH,AMS,05:25,320,32
GQ7101,AMS,ZTH,09:50,320,29
GQ790,ATH,AMS,07:30,320,325
GQ791,AMS,ATH,12:10,320,312
GQ8250,HER,AMS,04:10,320,28
GQ8251,AMS,HER,08:50,320,23
GQ860,ATH,FRA,09:15,320,376
GQ861,FRA,ATH,13:25,320,367
GS1100,ZRH,PMI,09:30,320,2
GS1101,PMI,ZRH,12:10,320,3
GS1444,ZRH,HRG,04:30,320,3
GS1445,HRG,ZRH,09:42,320,3
GS1600,ZRH,PRN,03:45,320,3
GS1601,PRN,ZRH,06:35,320,3
GS1602,ZRH,PRN,15:15,320,3
GS1603,PRN,ZRH,16:45,320,3
GS1630,ZRH,SKP,14:55,319,3
GS1631,SKP,ZRH,07:37,319,3
GS1638,ZRH,OHD,03:45,320,1
GS1639,OHD,ZRH,06:25,320,1
GS1800,ZRH,HER,05:40,319,2
GS1801,HER,ZRH,09:20,319,2
GS1804,ZRH,KGS,12:00,319,1
GS1805,KGS,ZRH,15:26,319,1
GS1890,ZRH,LCA,04:30,319,1
GS1891,LCA,ZRH,09:15,319,1
H3090,AMS,PRG,09:30,321,1
H7401,RMO,FRA,10:00,738,129
H7402,FRA,RMO,13:30,738,126
HH491,TAS,FRA,04:40,321,9
HH492,FRA,TAS,12:55,321,7
HI1065,YYT,SNN,06:00,CNA,3
HI985,YYT,SNN,10:25,CNA,2
HN414,IST,KUN,09:00,320,1
HU489,FRA,BER,08:40,333,2
HV041,AMS,SNN,06:00,738,16
HV042,SNN,AMS,09:30,738,16
HV051,AMS,PRG,06:30,738,35
HV052,PRG,AMS,12:00,738,48
HV053,AMS,PRG,03:35,738,10
HV054,PRG,AMS,10:00,738,11
HV055,AMS,EGSY,05:00,738,3
HV056,BOD,AMS,13:00,321,1
HV058,KTT,AMS,15:30,321,2
HV059,AMS,LFBF,05:10,738,1
HV071,AMS,RTM,12:20,321,25
HV072,RTM,AMS,14:00,738,25
HV073,AMS,EIN,04:15,738,9
HV074,VNO,AMS,01:00,320,5
HV075,AMS,EIN,04:05,738,7
HV076,OST,AMS,12:35,738,3
HV077,AMS,RJK,12:35,738,3
HV078,EIN,AMS,06:05,738,3
HV079,AMS,EIN,10:35,738,3
HV080,ZAG,AMS,06:00,738,1
HV081,AMS,EIN,08:15,738,84
HV082,EIN,AMS,06:00,738,66
HV083,AMS,RTM,12:15,738,29
HV084,RTM,AMS,19:45,738,24
HV085,AMS,RTM,03:40,738,12
HV087,AMS,EIN,16:00,738,24
HV088,EIN,AMS,10:45,738,20
HV089,AMS,RTM,06:00,738,13
HV090,MST,AMS,07:40,321,1
HV091,AMS,FRA,07:10,738,50
HV092,FRA,AMS,13:05,738,46
HV093,AMS,BRU,04:00,738,11
HV094,RTM,AMS,14:00,738,14
HV095,AMS,BRU,04:10,738,9
HV096,KTT,AMS,08:50,738,7
HV097,AMS,ATH,04:00,738,1
HV098,GRQ,AMS,09:00,738,6
HV099,AMS,GRQ,07:55,738,6
HV1015,AMS,LPA,12:05,738,9
HV1016,LPA,AMS,17:35,738,9
HV1041,AMS,AOK,04:25,738,25
HV1042,AOK,AMS,08:45,738,23
HV105,AMS,AEY,06:10,738,27
HV106,AEY,AMS,11:20,738,27
HV1095,AMS,AYT,04:05,738,6
HV1096,AYT,AMS,07:40,738,6
HV1123,AMS,HER,03:35,738,8
HV1124,HER,AMS,07:50,738,8
HV1205,AMS,ZTH,03:20,738,13
HV1206,ZTH,AMS,07:15,738,14
HV121,AMS,RVN,04:55,738,19
HV122,RVN,AMS,08:45,738,19
HV131,AMS,SCR,06:20,738,18
HV132,SCR,AMS,14:20,738,17
HV1327,PVK,AMS,13:55,738,21
HV134,SCR,AMS,11:10,738,1
HV1445,AMS,HRG,12:00,738,55
HV1446,HRG,AMS,17:55,738,53
HV151,AMS,DLM,03:00,738,19
HV152,DLM,AMS,07:30,738,19
HV1527,AMS,AOK,04:40,738,25
HV1528,AOK,AMS,09:00,738,24
HV153,AMS,BJV,14:30,321,18
HV1539,AMS,EFL,03:05,738,25
HV154,BJV,AMS,19:00,321,18
HV1540,EFL,AMS,06:50,738,23
HV1541,AMS,ZTH,03:55,738,19
HV1542,ZTH,AMS,07:55,738,19
HV155,AMS,BJV,15:40,321,9
HV156,BJV,AMS,20:10,321,9
HV157,AMS,DLM,03:10,738,8
HV1573,AMS,HER,03:15,738,15
HV1574,HER,AMS,07:30,738,15
HV158,DLM,AMS,07:28,738,8
HV1583,AMS,EFL,14:50,738,13
HV1584,EFL,AMS,18:35,738,12
HV1615,AMS,SMI,03:30,738,24
HV1616,SMI,AMS,07:40,738,25
HV1621,AMS,ZTH,02:05,738,8
HV1622,ZTH,AMS,05:40,738,8
HV1729,AMS,ZTH,03:00,738,9
HV173,AMS,AYT,13:25,321,13
HV1730,ZTH,AMS,06:55,738,9
HV174,AYT,AMS,18:05,321,13
HV175,AMS,AYT,14:15,321,8
HV176,AYT,AMS,19:45,321,8
HV1833,AMS,KGS,03:05,738,3
HV1834,KGS,AMS,07:05,738,3
HV1862,SMI,AMS,08:05,738,2
HV1903,AMS,RMF,12:00,738,28
HV1904,RMF,AMS,18:05,738,28
HV193,AMS,RMF,12:00,738,2
HV194,RMF,AMS,18:05,738,2
HV1965,XFW,AMS,12:00,321,1
HV207,AMS,KTT,04:00,738,20
HV208,KTT,AMS,08:15,738,21
HV211,AMS,BJV,13:00,738,19
HV212,BJV,AMS,17:25,738,19
HV247,AMS,KGS,14:40,738,9
HV248,KGS,AMS,19:05,738,8
HV3001,AMS,OPO,09:30,738,1
HV3002,OPO,AMS,12:50,738,1
HV3042,KGS,AMS,13:12,738,1
HV3064,TFS,AMS,18:42,738,1
HV3084,ZTH,AMS,19:30,321,1
HV3092,ZTH,AMS,10:35,321,2
HV3093,AMS,ZTH,15:15,738,1
HV3094,ZTH,AMS,18:40,738,1
HV3095,AMS,ZTH,13:25,321,1
HV3112,AGP,AMS,12:55,321,1
HV3118,AGP,AMS,12:28,738,1
HV3126,TIA,AMS,13:34,321,1
HV3134,HRG,AMS,16:30,321,1
HV3136,BCN,AMS,15:00,738,3
HV3230,ACE,AMS,18:25,738,1
HV3308,VIE,AMS,21:00,738,1
HV3316,LCA,AMS,12:00,738,1
HV3336,SSH,AMS,16:30,321,1
HV3338,VLC,AMS,16:30,321,1
HV3357,AMS,FAO,10:25,321,2
HV3358,FAO,AMS,11:00,321,2
HV3359,AMS,FAO,13:50,738,1
HV3360,FAO,AMS,17:50,738,1
HV3412,NAP,AMS,18:30,738,1
HV3423,AMS,PDL,04:10,321,2
HV3424,PDL,AMS,10:03,738,3
HV3514,FAO,AMS,12:20,738,1
HV3517,AMS,PFO,10:00,738,1
HV3518,PFO,AMS,14:40,738,1
HV3522,LPA,AMS,11:30,738,1
HV355,AMS,BJV,15:40,321,8
HV3558,RMF,AMS,22:30,321,1
HV356,BJV,AMS,20:10,321,8
HV3616,SMI,AMS,05:55,738,1
HV3629,AMS,FNC,03:45,321,1
HV3630,FNC,AMS,09:16,321,3
HV3631,AMS,FNC,08:30,738,1
HV3632,FNC,AMS,13:15,738,2
HV3642,TFS,AMS,14:42,321,1
HV3662,LPA,AMS,19:00,320,1
HV3666,LPA,AMS,11:55,738,1
HV3674,TFS,AMS,09:10,321,1
HV3706,FUE,AMS,12:55,321,1
HV3730,SVQ,AMS,09:53,738,1
HV3738,KLX,AMS,07:59,321,1
HV375,AMS,AYT,04:10,321,1
HV3759,AMS,RAK,07:30,738,1
HV376,AYT,AMS,09:15,321,1
HV3760,RAK,AMS,11:40,738,1
HV3761,AMS,GRO,10:00,738,1
HV3762,GRO,AMS,13:01,738,1
HV3787,AMS,BCN,06:30,321,2
HV3788,CHQ,AMS,10:35,738,1
HV3792,PVK,AMS,11:14,738,1
HV3808,TIA,AMS,12:06,738,1
HV3809,AMS,SKG,08:15,738,1
HV3810,SKG,AMS,12:12,738,1
HV3820,BRI,AMS,19:00,738,1
HV3842,KGS,AMS,13:34,738,1
HV3872,HER,AMS,04:15,738,1
HV3874,HER,AMS,08:20,321,1
HV3886,KEF,AMS,11:30,738,3
HV3888,KEF,AMS,16:50,738,1
HV3932,GRX,AMS,13:30,738,1
HV3935,AMS,TIA,07:35,321,1
HV3936,TIA,AMS,11:00,321,1
HV403,AMS,DLM,03:00,738,28
HV404,DLM,AMS,07:30,738,26
HV407,AMS,KAO,05:00,738,30
HV408,KAO,AMS,09:05,738,8
HV411,AMS,PMI,05:00,738,1
HV412,PMI,AMS,08:25,738,1
HV487,AMS,DLM,13:25,738,28
HV488,DLM,AMS,17:55,738,27
HV5008,DBV,AMS,20:20,738,1
HV5011,AMS,AYT,04:55,321,16
HV5012,AYT,AMS,08:15,321,17
HV5022,AGP,AMS,09:40,320,2
HV5026,AGP,AMS,19:25,320,1
HV5041,AMS,KGS,03:35,321,105
HV5042,KGS,AMS,08:00,321,106
HV5043,AMS,KGS,04:50,321,46
HV5044,KGS,AMS,09:10,321,50
HV5045,AMS,KGS,04:50,321,9
HV5046,KGS,AMS,09:10,321,9
HV5047,AMS,KGS,13:10,321,9
HV5048,KGS,AMS,17:30,321,9
HV5052,ALC,AMS,20:21,738,1
HV5054,ALC,AMS,19:50,738,2
HV5056,ALC,AMS,07:30,738,1
HV5068,GRO,AMS,21:15,738,1
HV5071,AMS,TOS,04:40,738,70
HV5072,TOS,AMS,08:40,738,70
HV5073,AMS,ZTH,03:00,321,4
HV5074,ZTH,AMS,06:55,321,4
HV5075,AMS,RHO,14:55,321,5
HV5076,RHO,AMS,19:25,321,5
HV5077,AMS,RHO,03:10,321,63
HV5078,RHO,AMS,18:15,321,62
HV5079,AMS,RHO,11:55,321,99
HV5080,RHO,AMS,09:45,321,99
HV5091,AMS,ZTH,13:45,321,53
HV5092,ZTH,AMS,07:30,321,50
HV5093,AMS,ZTH,04:15,738,128
HV5094,ZTH,AMS,18:00,738,129
HV5095,AMS,ZTH,14:50,321,45
HV5096,ZTH,AMS,18:50,321,47
HV5097,AMS,ZTH,04:05,321,12
HV5098,ZTH,AMS,08:05,321,12
HV5099,AMS,ZTH,02:05,321,9
HV5100,ZTH,AMS,07:00,321,9
HV5105,AMS,VLC,07:05,321,1
HV5108,VLC,AMS,20:10,738,2
HV5125,AMS,TIA,14:40,738,96
HV5126,TIA,AMS,18:15,738,97
HV5131,AMS,BCN,04:00,738,353
HV5132,BCN,AMS,06:55,738,355
HV5133,AMS,BCN,13:40,738,206
HV5134,BCN,AMS,16:45,738,202
HV5135,AMS,BCN,10:20,738,166
HV5136,BCN,AMS,13:25,738,171
HV5139,AMS,BCN,11:30,738,33
HV5140,BCN,AMS,20:30,738,33
HV5145,AMS,KGS,03:00,738,51
HV5146,KGS,AMS,07:20,738,51
HV5161,AMS,CAI,05:40,738,10
HV5162,CAI,AMS,11:15,738,10
HV5163,AMS,RIX,06:20,738,9
HV5164,RIX,AMS,09:25,738,9
HV5213,AMS,CTA,14:45,738,12
HV5214,CTA,AMS,18:20,738,13
HV5215,AMS,CTA,04:25,738,126
HV5216,CTA,AMS,08:05,738,128
HV5217,AMS,CTA,15:15,738,121
HV5218,CTA,AMS,18:55,738,125
HV5221,AMS,CAI,06:30,738,51
HV5222,CAI,AMS,12:05,738,50
HV5223,AMS,AHO,15:35,738,4
HV5224,AHO,AMS,18:10,738,4
HV5225,AMS,HRG,06:35,321,76
HV5226,HRG,AMS,12:30,321,76
HV5227,AMS,HRG,12:05,738,27
HV5228,HRG,AMS,17:55,738,27
HV5229,AMS,ACE,04:15,738,6
HV5230,ACE,AMS,09:40,738,5
HV5231,AMS,PMO,03:00,738,9
HV5232,PMO,AMS,06:20,738,9
HV5234,PRG,AMS,08:00,738,3
HV5235,AMS,PRG,07:00,738,1
HV5243,AMS,LIS,14:20,738,1
HV5244,LIS,AMS,18:25,738,4
HV5305,AMS,CFU,17:35,738,7
HV5306,CFU,AMS,21:05,738,8
HV5311,AMS,CFU,03:30,738,58
HV5312,CFU,AMS,07:20,738,59
HV5313,AMS,LCA,04:15,321,145
HV5314,LCA,AMS,09:25,321,149
HV5315,AMS,LCA,05:30,738,41
HV5316,LCA,AMS,10:40,738,44
HV5335,AMS,SSH,08:10,738,35
HV5336,SSH,AMS,14:05,738,36
HV5337,AMS,SSH,12:10,321,16
HV5338,SSH,AMS,18:05,738,15
HV5351,AMS,FAO,15:00,321,81
HV5352,FAO,AMS,19:00,321,84
HV5353,AMS,FAO,05:00,738,126
HV5354,FAO,AMS,09:00,738,123
HV5355,AMS,FAO,05:20,321,215
HV5356,FAO,AMS,09:15,321,216
HV5357,AMS,FAO,15:00,321,169
HV5358,FAO,AMS,18:55,321,168
HV5359,AMS,FAO,15:20,321,96
HV5360,FAO,AMS,19:20,321,97
HV5361,AMS,FAO,03:00,738,80
HV5362,FAO,AMS,20:45,738,80
HV5401,AMS,KGS,06:50,738,12
HV5402,KGS,AMS,19:40,738,12
HV5412,ZTH,AMS,08:35,321,1
HV5421,AMS,PSA,10:35,738,37
HV5422,PSA,AMS,20:10,738,37
HV5423,AMS,PSA,10:10,738,165
HV5424,PSA,AMS,12:50,738,170
HV5425,AMS,PSA,17:25,738,99
HV5426,PSA,AMS,20:05,738,101
HV5427,AMS,PSA,17:10,738,80
HV5428,PSA,AMS,19:35,738,80
HV545,AMS,KTT,05:05,738,18
HV546,KTT,AMS,09:30,738,19
HV5461,AMS,VRN,04:55,738,80
HV5462,VRN,AMS,13:55,738,80
HV5463,AMS,VRN,04:55,738,20
HV5464,VRN,AMS,14:55,738,21
HV5465,AMS,VRN,05:00,738,142
HV5466,VRN,AMS,07:05,738,145
HV5467,AMS,VRN,17:35,738,38
HV5468,VRN,AMS,14:10,738,39
HV5471,AMS,MAH,03:30,738,77
HV5472,MAH,AMS,06:55,738,80
HV5473,AMS,MAH,11:00,738,4
HV5474,MAH,AMS,14:10,738,4
HV5517,AMS,PFO,12:20,321,92
